ad_id	reporting_start	reporting_end	campaign_id	fb_campaign_id	age	gender	impressions	clicks	spent	total_conversion	approved_conversion	interest_type	interest
777105	8/30/2017	8/30/2017	936	115615	45-49	M	4333	1	0.180000007	1	1	interest2	67
777105	8/30/2017	8/30/2017	936	115615	45-49	M	4333	1	0.180000007	1	1	interest3	67
777235	8/24/2017	8/24/2017	936	115637	30-34	M	2883	1	0.99000001	1	1	interest1	65
777235	8/24/2017	8/24/2017	936	115637	30-34	M	2883	1	0.99000001	1	1	interest2	66
777235	8/24/2017	8/24/2017	936	115637	30-34	M	2883	1	0.99000001	1	1	interest3	67
777398	8/25/2017	8/25/2017	936	115677	35-39	M	3029	1	1.049999952	1	1	interest1	24
777398	8/25/2017	8/25/2017	936	115677	35-39	M	3029	1	1.049999952	1	1	interest2	27
777398	8/25/2017	8/25/2017	936	115677	35-39	M	3029	1	1.049999952	1	1	interest3	30
777410	8/25/2017	8/25/2017	936	115679	45-49	M	3490	1	1.340000033	1	1	interest1	26
777410	8/25/2017	8/25/2017	936	115679	45-49	M	3490	1	1.340000033	1	1	interest2	29
777410	8/25/2017	8/25/2017	936	115679	45-49	M	3490	1	1.340000033	1	1	interest3	28
777742	8/23/2017	8/23/2017	936	115735	35-39	M	4726	1	1.830000043	1	1	interest1	64
777742	8/23/2017	8/23/2017	936	115735	35-39	M	4726	1	1.830000043	1	1	interest2	69
777742	8/23/2017	8/23/2017	936	115735	35-39	M	4726	1	1.830000043	1	1	interest3	68
778626	8/29/2017	8/29/2017	936	115882	30-34	M	7629	1	0.720000029	1	1	interest1	29
778626	8/29/2017	8/29/2017	936	115882	30-34	M	7629	1	0.720000029	1	1	interest2	33
778626	8/29/2017	8/29/2017	936	115882	30-34	M	7629	1	0.720000029	1	1	interest3	35
778689	8/30/2017	8/30/2017	936	115892	30-34	M	7453	1	1.679999948	1	1	interest1	28
778689	8/30/2017	8/30/2017	936	115892	30-34	M	7453	1	1.679999948	1	1	interest2	32
778689	8/30/2017	8/30/2017	936	115892	30-34	M	7453	1	1.679999948	1	1	interest3	32
779871	8/22/2017	8/22/2017	936	116103	30-34	F	4402	1	1.330000043	1	1	interest1	32
779871	8/22/2017	8/22/2017	936	116103	30-34	F	4402	1	1.330000043	1	1	interest2	37
779871	8/22/2017	8/22/2017	936	116103	30-34	F	4402	1	1.330000043	1	1	interest3	34
779922	8/22/2017	8/22/2017	936	116111	30-34	F	5823	1	1.419999957	1	1	interest1	18
779922	8/22/2017	8/22/2017	936	116111	30-34	F	5823	1	1.419999957	1	1	interest2	22
779922	8/22/2017	8/22/2017	936	116111	30-34	F	5823	1	1.419999957	1	1	interest3	24
780104	8/21/2017	8/21/2017	936	116147	30-34	F	4971	1	1.230000019	1	1	interest1	25
780104	8/21/2017	8/21/2017	936	116147	30-34	F	4971	1	1.230000019	1	1	interest2	27
780104	8/21/2017	8/21/2017	936	116147	30-34	F	4971	1	1.230000019	1	1	interest3	26
780653	8/24/2017	8/24/2017	936	116244	30-34	F	9076	1	1.379999995	1	1	interest1	29
780653	8/24/2017	8/24/2017	936	116244	30-34	F	9076	1	1.379999995	1	1	interest2	33
780653	8/24/2017	8/24/2017	936	116244	30-34	F	9076	1	1.379999995	1	1	interest3	35
781353	8/19/2017	8/19/2017	936	116371	35-39	F	7449	1	1.639999986	1	1	interest1	10
781353	8/19/2017	8/19/2017	936	116371	35-39	F	7449	1	1.639999986	1	1	interest2	13
781353	8/19/2017	8/19/2017	936	116371	35-39	F	7449	1	1.639999986	1	1	interest3	15
781811	8/18/2017	8/18/2017	936	116447	35-39	F	10186	1	1.230000019	1	1	interest1	16
781811	8/18/2017	8/18/2017	936	116447	35-39	F	10186	1	1.230000019	1	1	interest2	17
781811	8/18/2017	8/18/2017	936	116447	35-39	F	10186	1	1.230000019	1	1	interest3	22
781858	8/18/2017	8/18/2017	936	116455	30-34	M	3385	1	1.440000057	1	1	interest1	20
781858	8/18/2017	8/18/2017	936	116455	30-34	M	3385	1	1.440000057	1	1	interest2	25
781858	8/18/2017	8/18/2017	936	116455	30-34	M	3385	1	1.440000057	1	1	interest3	22
782862	8/23/2017	8/23/2017	936	116623	35-39	F	5912	1	1.559999943	1	1	interest1	64
782862	8/23/2017	8/23/2017	936	116623	35-39	F	5912	1	1.559999943	1	1	interest2	70
782862	8/23/2017	8/23/2017	936	116623	35-39	F	5912	1	1.559999943	1	1	interest3	67
950878	8/19/2017	8/19/2017	936	123573	40-44	M	2967	1	1.5	1	1	interest1	10
950878	8/19/2017	8/19/2017	936	123573	40-44	M	2967	1	1.5	1	1	interest2	11
950878	8/19/2017	8/19/2017	936	123573	40-44	M	2967	1	1.5	1	1	interest3	15
951105	8/19/2017	8/19/2017	936	123611	45-49	M	5894	1	1.539999962	1	1	interest1	16
951105	8/19/2017	8/19/2017	936	123611	45-49	M	5894	1	1.539999962	1	1	interest2	20
951105	8/19/2017	8/19/2017	936	123611	45-49	M	5894	1	1.539999962	1	1	interest3	21
951282	8/18/2017	8/18/2017	936	123641	35-39	F	5775	1	1.580000043	1	1	interest1	16
951282	8/18/2017	8/18/2017	936	123641	35-39	F	5775	1	1.580000043	1	1	interest2	22
951282	8/18/2017	8/18/2017	936	123641	35-39	F	5775	1	1.580000043	1	1	interest3	17
951837	8/29/2017	8/29/2017	936	123733	45-49	F	2077	1	1.50999999	1	1	interest1	20
951837	8/29/2017	8/29/2017	936	123733	45-49	F	2077	1	1.50999999	1	1	interest2	23
951837	8/29/2017	8/29/2017	936	123733	45-49	F	2077	1	1.50999999	1	1	interest3	23
951941	8/25/2017	8/25/2017	936	123750	30-34	F	2764	1	1.559999943	1	1	interest1	28
951941	8/25/2017	8/25/2017	936	123750	30-34	F	2764	1	1.559999943	1	1	interest2	33
951941	8/25/2017	8/25/2017	936	123750	30-34	F	2764	1	1.559999943	1	1	interest3	34
708818	8/17/2017	8/17/2017	916	103928	30-34	M	4133	1	1.289999962	1	1	interest1	28
708818	8/17/2017	8/17/2017	916	103928	30-34	M	4133	1	1.289999962	1	1	interest2	33
708818	8/17/2017	8/17/2017	916	103928	30-34	M	4133	1	1.289999962	1	1	interest3	32
708895	8/17/2017	8/17/2017	916	103941	30-34	M	10951	1	1.269999981	1	1	interest1	16
708895	8/17/2017	8/17/2017	916	103941	30-34	M	10951	1	1.269999981	1	1	interest2	20
708895	8/17/2017	8/17/2017	916	103941	30-34	M	10951	1	1.269999981	1	1	interest3	18
710360	8/17/2017	8/17/2017	916	104185	45-49	M	2182	1	1.529999971	1	1	interest1	21
710360	8/17/2017	8/17/2017	916	104185	45-49	M	2182	1	1.529999971	1	1	interest2	26
710360	8/17/2017	8/17/2017	916	104185	45-49	M	2182	1	1.529999971	1	1	interest3	24
710571	8/18/2017	8/18/2017	916	104220	30-34	F	3091	1	1.610000014	1	1	interest1	32
710571	8/18/2017	8/18/2017	916	104220	30-34	F	3091	1	1.610000014	1	1	interest2	37
710571	8/18/2017	8/18/2017	916	104220	30-34	F	3091	1	1.610000014	1	1	interest3	38
1121231	8/22/2017	8/22/2017	1178	144561	30-34	M	22256	1	1.659999967	1	1	interest1	32
1121231	8/22/2017	8/22/2017	1178	144561	30-34	M	22256	1	1.659999967	1	1	interest2	36
1121231	8/22/2017	8/22/2017	1178	144561	30-34	M	22256	1	1.659999967	1	1	interest3	35
709327	8/18/2017	8/18/2017	916	104013	35-39	M	12193	2	3.059999943	1	1	interest1	16
709327	8/18/2017	8/18/2017	916	104013	35-39	M	12193	2	3.059999943	1	1	interest2	22
709327	8/18/2017	8/18/2017	916	104013	35-39	M	12193	2	3.059999943	1	1	interest3	20
709544	8/18/2017	8/18/2017	916	104049	35-39	M	7440	2	2.980000019	1	1	interest1	29
709544	8/18/2017	8/18/2017	916	104049	35-39	M	7440	2	2.980000019	1	1	interest2	33
709544	8/18/2017	8/18/2017	916	104049	35-39	M	7440	2	2.980000019	1	1	interest3	32
709756	8/19/2017	8/19/2017	916	104085	40-44	M	10976	2	1.690000057	1	1	interest1	16
709756	8/19/2017	8/19/2017	916	104085	40-44	M	10976	2	1.690000057	1	1	interest2	21
709756	8/19/2017	8/19/2017	916	104085	40-44	M	10976	2	1.690000057	1	1	interest3	21
710968	8/27/2017	8/27/2017	916	104287	35-39	F	5864	2	2.799999952	1	1	interest1	27
710968	8/27/2017	8/27/2017	916	104287	35-39	F	5864	2	2.799999952	1	1	interest2	31
710968	8/27/2017	8/27/2017	916	104287	35-39	F	5864	2	2.799999952	1	1	interest3	29
734361	8/29/2017	8/29/2017	936	108680	35-39	M	12382	2	2.839999914	1	1	interest1	16
734361	8/29/2017	8/29/2017	936	108680	35-39	M	12382	2	2.839999914	1	1	interest2	19
734361	8/29/2017	8/29/2017	936	108680	35-39	M	12382	2	2.839999914	1	1	interest3	19
737657	8/18/2017	8/18/2017	936	109633	45-49	M	7478	2	2.900000095	1	1	interest1	18
737657	8/18/2017	8/18/2017	936	109633	45-49	M	7478	2	2.900000095	1	1	interest2	23
737657	8/18/2017	8/18/2017	936	109633	45-49	M	7478	2	2.900000095	1	1	interest3	20
747369	8/21/2017	8/21/2017	936	110862	35-39	M	13355	2	3.180000067	1	1	interest1	16
747369	8/21/2017	8/21/2017	936	110862	35-39	M	13355	2	3.180000067	1	1	interest2	17
747369	8/21/2017	8/21/2017	936	110862	35-39	M	13355	2	3.180000067	1	1	interest3	21
747489	8/21/2017	8/21/2017	936	110882	40-44	M	4016	2	1.480000049	1	1	interest1	2
747489	8/21/2017	8/21/2017	936	110882	40-44	M	4016	2	1.480000049	1	1	interest2	7
747489	8/21/2017	8/21/2017	936	110882	40-44	M	4016	2	1.480000049	1	1	interest3	6
747795	8/25/2017	8/25/2017	936	110933	30-34	F	8410	2	2.359999895	1	1	interest1	15
747795	8/25/2017	8/25/2017	936	110933	30-34	F	8410	2	2.359999895	1	1	interest2	21
747795	8/25/2017	8/25/2017	936	110933	30-34	F	8410	2	2.359999895	1	1	interest3	18
748007	8/24/2017	8/24/2017	936	110968	35-39	F	10164	2	3.720000029	1	1	interest1	27
748007	8/24/2017	8/24/2017	936	110968	35-39	F	10164	2	3.720000029	1	1	interest2	29
748007	8/24/2017	8/24/2017	936	110968	35-39	F	10164	2	3.720000029	1	1	interest3	28
776473	8/22/2017	8/22/2017	936	115510	30-34	M	23086	2	3.310000062	1	1	interest1	16
776473	8/22/2017	8/22/2017	936	115510	30-34	M	23086	2	3.310000062	1	1	interest2	22
776473	8/22/2017	8/22/2017	936	115510	30-34	M	23086	2	3.310000062	1	1	interest3	22
776928	8/30/2017	8/30/2017	936	115586	35-39	M	9750	2	1.5	1	1	interest1	10
776928	8/30/2017	8/30/2017	936	115586	35-39	M	9750	2	1.5	1	1	interest2	11
776928	8/30/2017	8/30/2017	936	115586	35-39	M	9750	2	1.5	1	1	interest3	15
778112	8/28/2017	8/28/2017	936	115796	35-39	M	11446	2	3.090000033	1	1	interest1	29
778112	8/28/2017	8/28/2017	936	115796	35-39	M	11446	2	3.090000033	1	1	interest2	33
778112	8/28/2017	8/28/2017	936	115796	35-39	M	11446	2	3.090000033	1	1	interest3	35
778461	8/27/2017	8/27/2017	936	115854	40-44	M	10090	2	2.650000095	1	1	interest1	29
778461	8/27/2017	8/27/2017	936	115854	40-44	M	10090	2	2.650000095	1	1	interest2	35
778461	8/27/2017	8/27/2017	936	115854	40-44	M	10090	2	2.650000095	1	1	interest3	33
778737	8/30/2017	8/30/2017	936	115900	35-39	M	8077	2	3.579999924	1	1	interest1	27
778737	8/30/2017	8/30/2017	936	115900	35-39	M	8077	2	3.579999924	1	1	interest2	32
778737	8/30/2017	8/30/2017	936	115900	35-39	M	8077	2	3.579999924	1	1	interest3	30
778804	8/30/2017	8/30/2017	936	115912	30-34	M	6184	2	2.75	1	1	interest1	26
778804	8/30/2017	8/30/2017	936	115912	30-34	M	6184	2	2.75	1	1	interest2	29
778804	8/30/2017	8/30/2017	936	115912	30-34	M	6184	2	2.75	1	1	interest3	29
779609	8/29/2017	8/29/2017	936	116059	35-39	F	7116	2	1.730000019	1	1	interest1	15
779609	8/29/2017	8/29/2017	936	116059	35-39	F	7116	2	1.730000019	1	1	interest2	20
779609	8/29/2017	8/29/2017	936	116059	35-39	F	7116	2	1.730000019	1	1	interest3	18
782001	8/20/2017	8/20/2017	936	116479	30-34	M	5475	2	2.730000019	1	1	interest1	24
782001	8/20/2017	8/20/2017	936	116479	30-34	M	5475	2	2.730000019	1	1	interest2	30
782001	8/20/2017	8/20/2017	936	116479	30-34	M	5475	2	2.730000019	1	1	interest3	28
782022	8/20/2017	8/20/2017	936	116483	30-34	F	8254	2	2.320000052	1	1	interest1	18
782022	8/20/2017	8/20/2017	936	116483	30-34	F	8254	2	2.320000052	1	1	interest2	24
782022	8/20/2017	8/20/2017	936	116483	30-34	F	8254	2	2.320000052	1	1	interest3	20
950224	8/22/2017	8/22/2017	936	123464	40-44	M	2367	2	2.839999914	1	1	interest1	20
950224	8/22/2017	8/22/2017	936	123464	40-44	M	2367	2	2.839999914	1	1	interest2	21
950224	8/22/2017	8/22/2017	936	123464	40-44	M	2367	2	2.839999914	1	1	interest3	23
951225	8/18/2017	8/18/2017	936	123631	35-39	F	4621	2	3.25	1	1	interest1	22
951225	8/18/2017	8/18/2017	936	123631	35-39	F	4621	2	3.25	1	1	interest2	28
951225	8/18/2017	8/18/2017	936	123631	35-39	F	4621	2	3.25	1	1	interest3	28
951462	8/21/2017	8/21/2017	936	123671	45-49	F	7589	2	3.150000095	1	1	interest1	16
951462	8/21/2017	8/21/2017	936	123671	45-49	F	7589	2	3.150000095	1	1	interest2	20
951462	8/21/2017	8/21/2017	936	123671	45-49	F	7589	2	3.150000095	1	1	interest3	19
1121405	8/24/2017	8/24/2017	1178	144591	35-39	M	20959	2	3.769999981	1	1	interest1	63
1121405	8/24/2017	8/24/2017	1178	144591	35-39	M	20959	2	3.769999981	1	1	interest2	66
1121405	8/24/2017	8/24/2017	1178	144591	35-39	M	20959	2	3.769999981	1	1	interest3	69
709059	8/30/2017	8/30/2017	916	103968	30-34	M	14669	7	10.28000021	1	1	interest1	20
709059	8/30/2017	8/30/2017	916	103968	30-34	M	14669	7	10.28000021	1	1	interest2	26
709059	8/30/2017	8/30/2017	916	103968	30-34	M	14669	7	10.28000021	1	1	interest3	23
709901	8/18/2017	8/18/2017	916	104109	40-44	M	23817	7	8.470000148	1	1	interest1	16
709901	8/18/2017	8/18/2017	916	104109	40-44	M	23817	7	8.470000148	1	1	interest2	18
709901	8/18/2017	8/18/2017	916	104109	40-44	M	23817	7	8.470000148	1	1	interest3	20
710480	8/17/2017	8/17/2017	916	104205	30-34	F	57665	14	18.06999969	1	1	interest1	16
710480	8/17/2017	8/17/2017	916	104205	30-34	F	57665	14	18.06999969	1	1	interest2	21
710480	8/17/2017	8/17/2017	916	104205	30-34	F	57665	14	18.06999969	1	1	interest3	20
710836	8/27/2017	8/27/2017	916	104265	30-34	F	22221	7	9.430000067	1	1	interest1	29
710836	8/27/2017	8/27/2017	916	104265	30-34	F	22221	7	9.430000067	1	1	interest2	33
710836	8/27/2017	8/27/2017	916	104265	30-34	F	22221	7	9.430000067	1	1	interest3	31
711764	8/27/2017	8/27/2017	916	104419	45-49	F	11199	4	5.730000019	1	1	interest1	10
711764	8/27/2017	8/27/2017	916	104419	45-49	F	11199	4	5.730000019	1	1	interest2	16
711764	8/27/2017	8/27/2017	916	104419	45-49	F	11199	4	5.730000019	1	1	interest3	11
734210	8/25/2017	8/25/2017	936	108654	30-34	M	13329	4	5.629999995	1	1	interest1	10
734210	8/25/2017	8/25/2017	936	108654	30-34	M	13329	4	5.629999995	1	1	interest2	16
734210	8/25/2017	8/25/2017	936	108654	30-34	M	13329	4	5.629999995	1	1	interest3	13
734796	8/28/2017	8/28/2017	936	108752	30-34	F	39337	7	10.03000009	1	1	interest1	16
734796	8/28/2017	8/28/2017	936	108752	30-34	F	39337	7	10.03000009	1	1	interest2	22
734796	8/28/2017	8/28/2017	936	108752	30-34	F	39337	7	10.03000009	1	1	interest3	17
734968	8/20/2017	8/20/2017	936	108781	35-39	F	8504	3	3.340000093	1	1	interest1	22
734968	8/20/2017	8/20/2017	936	108781	35-39	F	8504	3	3.340000093	1	1	interest2	25
734968	8/20/2017	8/20/2017	936	108781	35-39	F	8504	3	3.340000093	1	1	interest3	27
735014	8/19/2017	8/19/2017	936	108788	35-39	F	12403	4	5.210000038	1	1	interest1	29
735014	8/19/2017	8/19/2017	936	108788	35-39	F	12403	4	5.210000038	1	1	interest2	34
735014	8/19/2017	8/19/2017	936	108788	35-39	F	12403	4	5.210000038	1	1	interest3	30
735289	8/18/2017	8/18/2017	936	108834	45-49	F	20362	5	9.119999886	1	1	interest1	27
735289	8/18/2017	8/18/2017	936	108834	45-49	F	20362	5	9.119999886	1	1	interest2	30
735289	8/18/2017	8/18/2017	936	108834	45-49	F	20362	5	9.119999886	1	1	interest3	30
738006	8/20/2017	8/20/2017	936	109717	30-34	F	34740	7	13.41000009	1	1	interest1	27
738006	8/20/2017	8/20/2017	936	109717	30-34	F	34740	7	13.41000009	1	1	interest2	29
738006	8/20/2017	8/20/2017	936	109717	30-34	F	34740	7	13.41000009	1	1	interest3	32
738389	8/19/2017	8/19/2017	936	109808	40-44	F	27081	9	10.77000046	1	1	interest1	10
738389	8/19/2017	8/19/2017	936	109808	40-44	F	27081	9	10.77000046	1	1	interest2	16
738389	8/19/2017	8/19/2017	936	109808	40-44	F	27081	9	10.77000046	1	1	interest3	12
738423	8/19/2017	8/19/2017	936	109816	40-44	F	21664	7	10.61999977	1	1	interest1	18
738423	8/19/2017	8/19/2017	936	109816	40-44	F	21664	7	10.61999977	1	1	interest2	20
738423	8/19/2017	8/19/2017	936	109816	40-44	F	21664	7	10.61999977	1	1	interest3	24
738436	8/19/2017	8/19/2017	936	109820	40-44	F	9112	4	5.460000038	1	1	interest1	19
738436	8/19/2017	8/19/2017	936	109820	40-44	F	9112	4	5.460000038	1	1	interest2	21
738436	8/19/2017	8/19/2017	936	109820	40-44	F	9112	4	5.460000038	1	1	interest3	20
738582	8/19/2017	8/19/2017	936	109848	45-49	F	46150	15	20.17999983	1	1	interest1	10
738582	8/19/2017	8/19/2017	936	109848	45-49	F	46150	15	20.17999983	1	1	interest2	16
738582	8/19/2017	8/19/2017	936	109848	45-49	F	46150	15	20.17999983	1	1	interest3	12
738598	8/21/2017	8/21/2017	936	109851	45-49	F	12956	4	5.49000001	1	1	interest1	18
738598	8/21/2017	8/21/2017	936	109851	45-49	F	12956	4	5.49000001	1	1	interest2	23
738598	8/21/2017	8/21/2017	936	109851	45-49	F	12956	4	5.49000001	1	1	interest3	24
747514	8/21/2017	8/21/2017	936	110886	40-44	M	14843	3	2.939999938	1	1	interest1	16
747514	8/21/2017	8/21/2017	936	110886	40-44	M	14843	3	2.939999938	1	1	interest2	20
747514	8/21/2017	8/21/2017	936	110886	40-44	M	14843	3	2.939999938	1	1	interest3	17
747645	8/21/2017	8/21/2017	936	110908	45-49	M	9674	3	4.600000024	1	1	interest1	10
747645	8/21/2017	8/21/2017	936	110908	45-49	M	9674	3	4.600000024	1	1	interest2	14
747645	8/21/2017	8/21/2017	936	110908	45-49	M	9674	3	4.600000024	1	1	interest3	13
747791	8/25/2017	8/25/2017	936	110932	30-34	F	31393	8	10.96000051	1	1	interest1	10
747791	8/25/2017	8/25/2017	936	110932	30-34	F	31393	8	10.96000051	1	1	interest2	14
747791	8/25/2017	8/25/2017	936	110932	30-34	F	31393	8	10.96000051	1	1	interest3	13
748091	8/26/2017	8/26/2017	936	110982	40-44	F	41720	10	12.06000006	1	1	interest1	16
748091	8/26/2017	8/26/2017	936	110982	40-44	F	41720	10	12.06000006	1	1	interest2	17
748091	8/26/2017	8/26/2017	936	110982	40-44	F	41720	10	12.06000006	1	1	interest3	19
748314	8/25/2017	8/25/2017	936	111020	45-49	F	7821	4	6.340000153	1	1	interest1	31
748314	8/25/2017	8/25/2017	936	111020	45-49	F	7821	4	6.340000153	1	1	interest2	34
748314	8/25/2017	8/25/2017	936	111020	45-49	F	7821	4	6.340000153	1	1	interest3	32
776469	8/22/2017	8/22/2017	936	115509	45-49	F	45397	15	25.41999936	1	1	interest1	28
776469	8/22/2017	8/22/2017	936	115509	45-49	F	45397	15	25.41999936	1	1	interest2	33
776469	8/22/2017	8/22/2017	936	115509	45-49	F	45397	15	25.41999936	1	1	interest3	29
776515	8/21/2017	8/21/2017	936	115517	45-49	F	12706	3	4.98999989	1	1	interest1	65
776515	8/21/2017	8/21/2017	936	115517	45-49	F	12706	3	4.98999989	1	1	interest2	68
776515	8/21/2017	8/21/2017	936	115517	45-49	F	12706	3	4.98999989	1	1	interest3	68
776623	8/23/2017	8/23/2017	936	115535	45-49	M	19353	6	9.4799999	1	1	interest1	64
776623	8/23/2017	8/23/2017	936	115535	45-49	M	19353	6	9.4799999	1	1	interest2	69
776623	8/23/2017	8/23/2017	936	115535	45-49	M	19353	6	9.4799999	1	1	interest3	65
776799	8/22/2017	8/22/2017	936	115564	45-49	M	10257	3	3.579999924	1	1	interest1	20
776799	8/22/2017	8/22/2017	936	115564	45-49	M	10257	3	3.579999924	1	1	interest2	22
776799	8/22/2017	8/22/2017	936	115564	45-49	M	10257	3	3.579999924	1	1	interest3	26
777187	8/30/2017	8/30/2017	936	115629	40-44	M	11292	3	5.389999866	1	1	interest1	27
777187	8/30/2017	8/30/2017	936	115629	40-44	M	11292	3	5.389999866	1	1	interest2	31
777187	8/30/2017	8/30/2017	936	115629	40-44	M	11292	3	5.389999866	1	1	interest3	28
777261	8/24/2017	8/24/2017	936	115641	40-44	M	19603	4	5.279999971	1	1	interest1	29
777261	8/24/2017	8/24/2017	936	115641	40-44	M	19603	4	5.279999971	1	1	interest2	31
777261	8/24/2017	8/24/2017	936	115641	40-44	M	19603	4	5.279999971	1	1	interest3	34
778085	8/28/2017	8/28/2017	936	115792	30-34	M	11735	3	4.529999971	1	1	interest1	26
778085	8/28/2017	8/28/2017	936	115792	30-34	M	11735	3	4.529999971	1	1	interest2	32
778085	8/28/2017	8/28/2017	936	115792	30-34	M	11735	3	4.529999971	1	1	interest3	31
778556	8/28/2017	8/28/2017	936	115870	40-44	M	9735	4	4.130000114	1	1	interest1	32
778556	8/28/2017	8/28/2017	936	115870	40-44	M	9735	4	4.130000114	1	1	interest2	35
778556	8/28/2017	8/28/2017	936	115870	40-44	M	9735	4	4.130000114	1	1	interest3	38
779789	8/22/2017	8/22/2017	936	116089	45-49	M	11611	3	3.950000048	1	1	interest1	10
779789	8/22/2017	8/22/2017	936	116089	45-49	M	11611	3	3.950000048	1	1	interest2	14
779789	8/22/2017	8/22/2017	936	116089	45-49	M	11611	3	3.950000048	1	1	interest3	13
780655	8/24/2017	8/24/2017	936	116244	30-34	F	20941	4	5.909999967	1	1	interest1	29
780655	8/24/2017	8/24/2017	936	116244	30-34	F	20941	4	5.909999967	1	1	interest2	33
780655	8/24/2017	8/24/2017	936	116244	30-34	F	20941	4	5.909999967	1	1	interest3	34
780830	8/23/2017	8/23/2017	936	116279	45-49	F	16053	3	4.079999924	1	1	interest1	16
780830	8/23/2017	8/23/2017	936	116279	45-49	F	16053	3	4.079999924	1	1	interest2	17
780830	8/23/2017	8/23/2017	936	116279	45-49	F	16053	3	4.079999924	1	1	interest3	17
780835	8/23/2017	8/23/2017	936	116279	45-49	F	54724	12	17.92999995	1	1	interest1	16
780835	8/23/2017	8/23/2017	936	116279	45-49	F	54724	12	17.92999995	1	1	interest2	21
780835	8/23/2017	8/23/2017	936	116279	45-49	F	54724	12	17.92999995	1	1	interest3	21
780974	8/23/2017	8/23/2017	936	116303	40-44	F	8316	3	4.569999933	1	1	interest1	32
780974	8/23/2017	8/23/2017	936	116303	40-44	F	8316	3	4.569999933	1	1	interest2	38
780974	8/23/2017	8/23/2017	936	116303	40-44	F	8316	3	4.569999933	1	1	interest3	36
782134	8/21/2017	8/21/2017	936	116501	30-34	F	37873	5	6.169999957	1	1	interest1	16
782134	8/21/2017	8/21/2017	936	116501	30-34	F	37873	5	6.169999957	1	1	interest2	19
782134	8/21/2017	8/21/2017	936	116501	30-34	F	37873	5	6.169999957	1	1	interest3	21
782228	8/19/2017	8/19/2017	936	116517	40-44	F	12318	5	6.340000153	1	1	interest1	63
782228	8/19/2017	8/19/2017	936	116517	40-44	F	12318	5	6.340000153	1	1	interest2	64
782228	8/19/2017	8/19/2017	936	116517	40-44	F	12318	5	6.340000153	1	1	interest3	66
782337	8/20/2017	8/20/2017	936	116535	45-49	F	104578	29	39.25000095	1	1	interest1	16
782337	8/20/2017	8/20/2017	936	116535	45-49	F	104578	29	39.25000095	1	1	interest2	18
782337	8/20/2017	8/20/2017	936	116535	45-49	F	104578	29	39.25000095	1	1	interest3	19
952031	8/25/2017	8/25/2017	936	123765	40-44	F	28169	8	12.36999989	1	1	interest1	16
952031	8/25/2017	8/25/2017	936	123765	40-44	F	28169	8	12.36999989	1	1	interest2	17
952031	8/25/2017	8/25/2017	936	123765	40-44	F	28169	8	12.36999989	1	1	interest3	17
1121117	8/26/2017	8/26/2017	1178	144535	30-34	M	98759	15	26.56999946	1	1	interest1	19
1121117	8/26/2017	8/26/2017	1178	144535	30-34	M	98759	15	26.56999946	1	1	interest2	24
1121117	8/26/2017	8/26/2017	1178	144535	30-34	M	98759	15	26.56999946	1	1	interest3	25
1121152	8/20/2017	8/20/2017	1178	144541	30-34	M	88443	7	13.0400002	1	1	interest1	24
1121152	8/20/2017	8/20/2017	1178	144541	30-34	M	88443	7	13.0400002	1	1	interest2	29
1121152	8/20/2017	8/20/2017	1178	144541	30-34	M	88443	7	13.0400002	1	1	interest3	28
1121243	8/22/2017	8/22/2017	1178	144562	30-34	M	53520	6	9.2299999	1	1	interest1	36
1121243	8/22/2017	8/22/2017	1178	144562	30-34	M	53520	6	9.2299999	1	1	interest2	42
1121243	8/22/2017	8/22/2017	1178	144562	30-34	M	53520	6	9.2299999	1	1	interest3	42
1121296	8/23/2017	8/23/2017	1178	144573	35-39	M	180351	21	37.13000011	1	1	interest1	15
1121296	8/23/2017	8/23/2017	1178	144573	35-39	M	180351	21	37.13000011	1	1	interest2	17
1121296	8/23/2017	8/23/2017	1178	144573	35-39	M	180351	21	37.13000011	1	1	interest3	19
1121304	8/23/2017	8/23/2017	1178	144574	35-39	M	94257	7	12.5800004	1	1	interest1	16
1121304	8/23/2017	8/23/2017	1178	144574	35-39	M	94257	7	12.5800004	1	1	interest2	17
1121304	8/23/2017	8/23/2017	1178	144574	35-39	M	94257	7	12.5800004	1	1	interest3	20
1121311	8/30/2017	8/30/2017	1178	144575	35-39	M	140749	19	30.4799999	1	1	interest1	18
1121311	8/30/2017	8/30/2017	1178	144575	35-39	M	140749	19	30.4799999	1	1	interest2	20
1121311	8/30/2017	8/30/2017	1178	144575	35-39	M	140749	19	30.4799999	1	1	interest3	24
1121334	8/28/2017	8/28/2017	1178	144579	35-39	M	108362	13	22.42999983	1	1	interest1	22
1121334	8/28/2017	8/28/2017	1178	144579	35-39	M	108362	13	22.42999983	1	1	interest2	24
1121334	8/28/2017	8/28/2017	1178	144579	35-39	M	108362	13	22.42999983	1	1	interest3	26
1121347	8/27/2017	8/27/2017	1178	144581	35-39	M	220581	31	57.37	1	1	interest1	24
1121347	8/27/2017	8/27/2017	1178	144581	35-39	M	220581	31	57.37	1	1	interest2	25
1121347	8/27/2017	8/27/2017	1178	144581	35-39	M	220581	31	57.37	1	1	interest3	28
1121381	8/29/2017	8/29/2017	1178	144587	35-39	M	95691	15	25.26000011	1	1	interest1	30
1121381	8/29/2017	8/29/2017	1178	144587	35-39	M	95691	15	25.26000011	1	1	interest2	31
